STT,Phân loại,Loại Hàng,Độ mạ,Độ dày,Độ Mác thép,Mã màu,Khối lượng,Met A,Met B,Met C,Tỷ trọng thực tế,Tên màu,Khổ (mm),Ngày bán,Thành Tiền,Khu Vực (Quận/Huyện),Tỉnh / Thành Phố_x,Năm,Tháng,Ngày,Thứ,Cuối tuần,Tuần trong tháng,Quý,Mùa,Doanh thu trên mỗi kg sản phẩm,Doanh thu trên mỗi mm khổ,Mức_độ_dày,Phân loại độ dày vật lý,Dòng sản phẩm,Nhóm độ dày SKU,Cấp chất lượng vật liệu,Mã màu chuẩn hóa,Khổ sản phẩm (mm),Mã_sản_phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng số giao dịch của sản phẩm,Tổng doanh thu sản phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng doanh thu sản phẩm,Mã khách hàng,Loại khách,Tỉnh / Thành Phố_y,Tên_khách_hàng,Phân khúc sản phẩm,Mức rủi ro giao dịch,Độ phức tạp bảo hành,Mức độ khiếu nại,Cờ giao hàng trễ,Cờ khiếu nại lặp lại,Cờ giao dịch bất thường,% đóng góp doanh thu,Tỷ lệ chi phí ước tính,Biên lợi nhuận ước tính,Điểm hài lòng KH (proxy)
130,1,PPGL,AZ050,0.4,G550,PGRE01,3990,1282,0,2,3.107476636,XN,1200,8/30/2025,89948166,Quận Bình Tân,TP. Hồ Chí Minh,2025,8,30,Saturday,TRUE,5,2025Q3,Mùa mưa,22543.4,74956.805,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,89948166,2,126,10846113064,86080262.41,21,42799130622,CUST_0028,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Medium,Low,Medium,0,0,0,0.1059667305,0.8487299164,0.1512700836,85
149,1,PPGL,AZ050,0.4,G550,PGRE01,4920,1586,0,2,3.098236776,XN,1200,9/4/2025,111752388,Quận Bình Tân,TP. Hồ Chí Minh,2025,9,4,Thursday,FALSE,1,2025Q3,Mùa mưa,22713.9,93126.99,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,247667662,5,126,10846113064,86080262.41,21,42799130622,CUST_0087,Wholesale,Tỉnh Khánh Hòa,Công ty TNHH VLXD Việt Thành - Tỉnh Khánh Hòa,Premium,Medium,High,Medium,0,0,0,0.1316539926,0.5533159006,0.4466840994,90
148,1,PPGL,AZ050,0.4,G550,PGRE01,3450,1108,0,4,3.102517986,XN,1200,9/5/2025,76602075,TX. Bến Cát,Bình Dương,2025,9,5,Friday,FALSE,1,2025Q3,Mùa mưa,22203.5,63835.0625,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,247667662,1,126,10846113064,86080262.41,21,10689658678,CUST_0078,Retail,Gia Lai,Đại lý VLXD Việt Thành - Gia Lai,Standard,High,Medium,Medium,0,0,0,0.09024387928,0.6312473085,0.3687526915,85
153,1,PPGL,AZ050,0.5,G550,PGRE01,2810,670,0,2,4.181547619,XN,1200,9/6/2025,59313199,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,9,6,Saturday,TRUE,1,2025Q3,Mùa mưa,21107.9,49427.66583,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,247667662,1,126,10846113064,86080262.41,21,4092565301,CUST_0088,Wholesale,TP. Hồ Chí Minh,Công ty TNHH VLXD Minh Phát - TP. Hồ Chí Minh,Standard,Low,Medium,Medium,1,0,0,0.06987608587,0.6312473085,0.3687526915,75
175,1,PPGL,AZ050,0.5,G550,PGRE01,2560,606,0,2,4.210526316,XN,1200,9/15/2025,54458624,TX. Bến Cát,Bình Dương,2025,9,15,Monday,FALSE,3,2025Q3,Mùa mưa,21272.9,45382.18667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,9,126,10846113064,86080262.41,21,10689658678,CUST_0002,Partner,Tỉnh Khánh Hòa,Xưởng VLXD An Phát - Tỉnh Khánh Hòa,Premium,High,High,High,0,1,0,0.06415697604,0.5533159006,0.4466840994,60
169,1,PPGL,AZ050,0.5,G550,PGRE01,4910,1166,0,18,4.146959459,XN,1200,9/18/2025,104460741,TX. Bến Cát,Bình Dương,2025,9,18,Thursday,FALSE,3,2025Q3,Mùa mưa,21275.1,87050.6175,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,3,126,10846113064,86080262.41,21,10689658678,CUST_0109,Retail,Long An,Đại lý VLXD Tân Thành - Long An,Economy,Low,Low,Low,0,0,0,0.1230638008,0.8487299164,0.1512700836,85
172,1,PPGL,AZ050,0.5,G550,PGRE01,3990,950,0,2,4.191176471,XN,1200,9/18/2025,85111488,TX. Bến Cát,Bình Dương,2025,9,18,Thursday,FALSE,3,2025Q3,Mùa mưa,21331.2,70926.24,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,0,126,10846113064,86080262.41,21,10689658678,CUST_0026,Wholesale,Long An,Công ty TNHH VLXD Phúc Lộc - Long An,Standard,High,Medium,Medium,0,0,1,0.1002687048,0.6312473085,0.3687526915,85
173,1,PPGL,AZ050,0.5,G550,PGRE01,4040,962,0,2,4.190871369,XN,1200,9/18/2025,86178048,TX. Bến Cát,Bình Dương,2025,9,18,Thursday,FALSE,3,2025Q3,Mùa mưa,21331.2,71815.04,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,0,126,10846113064,86080262.41,21,10689658678,CUST_0014,Retail,Bình Định,Đại lý VLXD Minh Phát - Bình Định,Economy,Medium,Low,Low,0,0,0,0.1015252049,0.8487299164,0.1512700836,85
174,1,PPGL,AZ050,0.5,G550,PGRE01,4100,974,0,2,4.200819672,XN,1200,9/18/2025,87457920,TX. Bến Cát,Bình Dương,2025,9,18,Thursday,FALSE,3,2025Q3,Mùa mưa,21331.2,72881.6,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,0,126,10846113064,86080262.41,21,10689658678,CUST_0059,Retail,Phú Yên,Đại lý VLXD Hoàng Gia - Phú Yên,Economy,Medium,Low,Low,0,0,0,0.103033005,0.8487299164,0.1512700836,85
176,1,PPGL,AZ050,0.5,G550,PGRE01,4800,1130,0,14,4.195804196,XN,1200,9/18/2025,102183840,TX. Bến Cát,Bình Dương,2025,9,18,Thursday,FALSE,3,2025Q3,Mùa mưa,21288.3,85153.2,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,0,126,10846113064,86080262.41,21,10689658678,CUST_0056,Partner,Tỉnh Khánh Hòa,Xưởng VLXD Bình Minh - Tỉnh Khánh Hòa,Standard,Medium,Medium,Medium,0,0,0,0.1203814142,0.6312473085,0.3687526915,85
177,1,PPGL,AZ050,0.5,G550,PGRE01,4080,966,0,2,4.214876033,XN,1200,9/18/2025,86726112,TX. Bến Cát,Bình Dương,2025,9,18,Thursday,FALSE,3,2025Q3,Mùa mưa,21256.4,72271.76,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,0,126,10846113064,86080262.41,21,10689658678,CUST_0115,Wholesale,Bình Thuận,Công ty TNHH VLXD Bình Minh - Bình Thuận,Standard,Low,Medium,Low,0,0,0,0.1021708718,0.6312473085,0.3687526915,85
178,1,PPGL,AZ050,0.5,G550,PGRE01,3940,938,0,2,4.191489362,XN,1200,9/18/2025,84044928,TX. Bến Cát,Bình Dương,2025,9,18,Thursday,FALSE,3,2025Q3,Mùa mưa,21331.2,70037.44,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,0,126,10846113064,86080262.41,21,10689658678,CUST_0007,Retail,Long An,Đại lý VLXD Tân Thành - Long An,Economy,Low,Low,Low,0,0,0,0.09901220478,0.8487299164,0.1512700836,85
170,1,PPGL,AZ050,0.5,G550,PGRE01,5000,1188,0,12,4.166666667,XN,1200,9/19/2025,106485500,TX. Bến Cát,Bình Dương,2025,9,19,Friday,FALSE,3,2025Q3,Mùa mưa,21297.1,88737.91667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,1,126,10846113064,86080262.41,21,10689658678,CUST_0003,Wholesale,Long An,Công ty TNHH VLXD Thịnh Vượng - Long An,Standard,Medium,Medium,Low,1,0,0,0.1254491423,0.6312473085,0.3687526915,75
171,1,PPGL,AZ050,0.5,G550,PGRE01,5000,1180,0,20,4.166666667,XN,1200,9/19/2025,106342500,TX. Bến Cát,Bình Dương,2025,9,19,Friday,FALSE,3,2025Q3,Mùa mưa,21268.5,88618.75,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,0,126,10846113064,86080262.41,21,10689658678,CUST_0111,Retail,Đồng Nai,Đại lý VLXD Thịnh Vượng - Đồng Nai,Economy,Low,Low,Low,1,0,0,0.1252806759,0.8487299164,0.1512700836,75
193,1,PPGL,AZ050,0.45,G550,PGRE01,4060,1102,0,2,3.677536232,XN,1200,9/20/2025,89806794,Huyện Cẩm Mỹ,Đồng Nai,2025,9,20,Saturday,TRUE,3,2025Q3,Mùa mưa,22119.9,74838.995,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,993256495,1,126,10846113064,86080262.41,21,8377944669,CUST_0023,Retail,Phú Yên,Đại lý VLXD Tân Thành - Phú Yên,Economy,Low,Low,Low,1,0,0,0.105800182,0.8487299164,0.1512700836,75
202,1A,PPGL,AZ050,0.5,G550,PGRE01,3935,918,0,2,4.277173913,XN,1200,9/23/2025,78601231.5,TX. Bến Cát,Bình Dương,2025,9,23,Tuesday,FALSE,4,2025Q3,Mùa mưa,19974.9,65501.02625,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,78601231.5,3,126,10846113064,86080262.41,21,10689658678,CUST_0110,Retail,Long An,Đại lý VLXD An Phát - Long An,Economy,Low,Low,Low,0,0,0,0.0925990588,0.8487299164,0.1512700836,85
212,1,PPGL,AZ050,0.45,G550,PGRE01,4620,1262,0,2,3.655063291,XN,1200,9/30/2025,104150508,Huyện Cẩm Mỹ,Đồng Nai,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22543.4,86792.09,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,280897969,7,126,10846113064,86080262.41,21,8377944669,CUST_0107,Retail,Phú Yên,Đại lý VLXD Nam Việt - Phú Yên,Standard,High,Medium,High,0,0,0,0.1226983195,0.6312473085,0.3687526915,70
213,1,PPGL,AZ050,0.4,G550,PGRE01,3730,1198,0,2,3.108333333,XN,1200,9/30/2025,86134279,Huyện Cẩm Mỹ,Đồng Nai,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,23092.3,71778.56583,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,280897969,0,126,10846113064,86080262.41,21,8377944669,CUST_0111,Retail,Đồng Nai,Đại lý VLXD Thịnh Vượng - Đồng Nai,Economy,Low,Low,Medium,0,0,0,0.1014736412,0.8487299164,0.1512700836,85
247,1A,PPGL,AZ050,0.5,G550,PGRE01,4260,994,0,2,4.277108434,XN,1200,9/30/2025,90613182,Huyện Cẩm Mỹ,Đồng Nai,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,21270.7,75510.985,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,280897969,0,126,10846113064,86080262.41,21,8377944669,CUST_0109,Retail,Long An,Đại lý VLXD Tân Thành - Long An,Economy,Medium,Low,Low,0,0,0,0.1067501769,0.8487299164,0.1512700836,85
289,1,PPGL,AZ050,0.45,G550,PGRE01,4130,1118,0,2,3.6875,XN,1200,10/6/2025,93099699,,Tỉnh Khánh Hòa,2025,10,6,Monday,FALSE,1,2025Q4,Mùa mưa,22542.3,77583.0825,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,293857839,6,126,10846113064,86080262.41,21,4119564554,CUST_0018,Retail,Bà Rịa - Vũng Tàu,Đại lý VLXD Tân Thành - Bà Rịa - Vũng Tàu,Standard,Low,Medium,Medium,0,0,0,0.1096795093,0.6312473085,0.3687526915,85
293,1,PPGL,AZ050,0.5,G550,PGRE01,4270,1014,0,2,4.202755906,XN,1200,10/6/2025,93902424,,Tỉnh Khánh Hòa,2025,10,6,Monday,FALSE,1,2025Q4,Mùa mưa,21991.2,78252.02,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,293857839,0,126,10846113064,86080262.41,21,4119564554,CUST_0038,Retail,Bình Thuận,Đại lý VLXD Hoàng Gia - Bình Thuận,Economy,Medium,Low,Medium,0,0,0,0.1106251889,0.8487299164,0.1512700836,85
296,1,PPGL,AZ050,0.45,G550,PGRE01,4740,1298,0,2,3.646153846,XN,1200,10/6/2025,106855716,TP. Quy Nhơn,Bình Định,2025,10,6,Monday,FALSE,1,2025Q4,Mùa mưa,22543.4,89046.43,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,293857839,0,126,10846113064,86080262.41,21,6068560773,CUST_0099,Retail,Gia Lai,Đại lý VLXD Việt Thành - Gia Lai,Economy,Medium,Low,Medium,0,0,0,0.1258852888,0.8487299164,0.1512700836,85
304,1,PPGL,AZ050,0.45,G550,PGRE01,3430,938,0,2,3.64893617,XN,1200,10/8/2025,76180643,Huyện Cẩm Mỹ,Đồng Nai,2025,10,8,Wednesday,FALSE,2,2025Q4,Mùa mưa,22210.1,63483.86917,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,363833272,2,126,10846113064,86080262.41,21,8377944669,CUST_0115,Wholesale,Bình Thuận,Công ty TNHH VLXD Bình Minh - Bình Thuận,Standard,Medium,Medium,Low,0,0,0,0.08974739588,0.6312473085,0.3687526915,85
302,1,PPGL,AZ050,0.4,G550,PGRE01,4630,1470,0,2,3.145380435,XN,1200,10/14/2025,105394542,Huyện Cẩm Mỹ,Đồng Nai,2025,10,14,Tuesday,FALSE,2,2025Q4,Mùa mưa,22763.4,87828.785,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,363833272,6,126,10846113064,86080262.41,21,8377944669,CUST_0015,Retail,Bình Thuận,Đại lý VLXD Hưng Thịnh - Bình Thuận,Economy,Low,Low,Low,0,0,0,0.1241638993,0.8487299164,0.1512700836,85
303,1,PPGL,AZ050,0.4,G550,PGRE01,4660,1478,0,2,3.148648649,XN,1200,10/14/2025,106077444,Huyện Cẩm Mỹ,Đồng Nai,2025,10,14,Tuesday,FALSE,2,2025Q4,Mùa mưa,22763.4,88397.87,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,363833272,0,126,10846113064,86080262.41,21,8377944669,CUST_0064,Retail,Vĩnh Long,Đại lý VLXD An Phát - Vĩnh Long,Standard,Medium,Medium,Low,0,0,0,0.124968417,0.6312473085,0.3687526915,85
305,1,PPGL,AZ050,0.45,G550,PGRE01,3430,938,0,2,3.64893617,XN,1200,10/14/2025,76180643,Huyện Cẩm Mỹ,Đồng Nai,2025,10,14,Tuesday,FALSE,2,2025Q4,Mùa mưa,22210.1,63483.86917,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,363833272,0,126,10846113064,86080262.41,21,8377944669,CUST_0089,Partner,Bình Thuận,Xưởng VLXD Việt Thành - Bình Thuận,Premium,Medium,High,Medium,0,0,0,0.08974739588,0.5533159006,0.4466840994,90
351,1,PPGL,AZ050,0.45,G550,PGRE01,4310,1182,0,2,3.640202703,XN,1200,10/17/2025,95735013,TP. Quy Nhơn,Bình Định,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,22212.3,79779.1775,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,881533983,3,126,10846113064,86080262.41,21,6068560773,CUST_0119,Partner,Bình Thuận,Xưởng VLXD Hưng Thịnh - Bình Thuận,Standard,Medium,Medium,Low,0,0,0,0.1127841375,0.6312473085,0.3687526915,85
358,1,PPGL,AZ050,0.4,G550,PGRE01,4340,1370,0,2,3.163265306,XN,1200,10/17/2025,98793156,TP. Dĩ An,Bình Dương,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,22763.4,82327.63,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,881533983,0,126,10846113064,86080262.41,21,10689658678,CUST_0101,Retail,Vĩnh Long,Đại lý VLXD Minh Phát - Vĩnh Long,Economy,Low,Low,Low,0,0,0,0.1163868948,0.8487299164,0.1512700836,85
359,1,PPGL,AZ050,0.45,G550,PGRE01,4530,1242,0,2,3.6414791,XN,1200,10/17/2025,100626702,TP. Dĩ An,Bình Dương,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,22213.4,83855.585,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,881533983,0,126,10846113064,86080262.41,21,10689658678,CUST_0028,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Low,0,0,0,0.1185469708,0.8487299164,0.1512700836,85
368,1,PPGL,AZ050,0.4,G550,PGRE01,4210,1326,0,2,3.170180723,XN,1200,10/17/2025,98612514,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23423.4,82177.095,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,881533983,0,126,10846113064,86080262.41,21,42799130622,CUST_0074,Wholesale,Vĩnh Long,Công ty TNHH VLXD Minh Phát - Vĩnh Long,Premium,Medium,High,High,0,0,0,0.1161740829,0.5533159006,0.4466840994,75
374,1,PPGL,AZ050,0.45,G550,PGRE01,4600,1258,0,2,3.650793651,XN,1200,10/17/2025,103694580,TP. Quy Nhơn,Bình Định,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,22542.3,86412.15,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,881533983,0,126,10846113064,86080262.41,21,6068560773,CUST_0039,Wholesale,Bình Dương,Công ty TNHH VLXD Hưng Thịnh - Bình Dương,Standard,Low,Medium,Low,0,0,0,0.1221611968,0.6312473085,0.3687526915,85
375,1,PPGL,AZ050,0.45,G550,PGRE01,4630,1258,0,2,3.674603175,XN,1200,10/17/2025,104370849,TP. Quy Nhơn,Bình Định,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,22542.3,86975.7075,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,881533983,0,126,10846113064,86080262.41,21,6068560773,CUST_0057,Retail,Phú Yên,Đại lý VLXD Đại Phát - Phú Yên,Economy,Low,Low,Low,0,0,0,0.1229579003,0.8487299164,0.1512700836,85
389,1,PPGL,AZ050,0.4,G550,PGRE01,4260,1342,0,2,3.169642857,XN,1200,10/17/2025,98377884,TP. Quy Nhơn,Bình Định,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23093.4,81981.57,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,881533983,0,126,10846113064,86080262.41,21,6068560773,CUST_0017,Retail,Long An,Đại lý VLXD Nam Việt - Long An,Standard,Low,Medium,Medium,0,0,0,0.1158976684,0.6312473085,0.3687526915,85
390,1,PPGL,AZ050,0.4,G550,PGRE01,3840,1210,0,2,3.168316832,XN,1200,10/17/2025,88674432,TP. Quy Nhơn,Bình Định,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,23092.3,73895.36,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,881533983,0,126,10846113064,86080262.41,21,6068560773,CUST_0103,Retail,TP. Hồ Chí Minh,Đại lý VLXD Thịnh Vượng - TP. Hồ Chí Minh,Economy,Medium,Low,Medium,0,0,0,0.1044661615,0.8487299164,0.1512700836,85
391,1,PPGL,AZ050,0.45,G550,PGRE01,4110,1126,0,2,3.643617021,XN,1200,10/17/2025,92648853,TP. Quy Nhơn,Bình Định,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,22542.3,77207.3775,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,881533983,0,126,10846113064,86080262.41,21,6068560773,CUST_0086,Retail,Bình Thuận,Đại lý VLXD Phú Cường - Bình Thuận,Economy,Low,Low,Medium,1,0,0,0.1091483737,0.8487299164,0.1512700836,75
407,2,PPGL,AZ050,0.45,G550,PGRE01,820,218,0,2,3.727272727,XN,1200,10/23/2025,17589000,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,10,23,Thursday,FALSE,4,2025Q4,Mùa mưa,21450,14657.5,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,52258800,6,126,10846113064,86080262.41,21,4092565301,CUST_0090,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Medium,Low,Medium,0,0,0,0.02072136548,0.8487299164,0.1512700836,85
410,3,PPGL,AZ050,0.45,G550,PGRE01,1440,0,394,2,3.636363636,XN,1200,10/23/2025,28828800,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,10,23,Thursday,FALSE,4,2025Q4,Mùa mưa,20020,24024,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,52258800,0,126,10846113064,86080262.41,21,4092565301,CUST_0044,Partner,Bình Định,Xưởng VLXD Đại Phát - Bình Định,Standard,Medium,Medium,Low,0,0,0,0.03396282342,0.6312473085,0.3687526915,85
413,3,PPGL,AZ050,0.5,G550,PGRE01,300,0,70,2,4.166666667,XN,1200,10/23/2025,5841000,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,10,23,Thursday,FALSE,4,2025Q4,Mùa mưa,19470,4867.5,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,52258800,0,126,10846113064,86080262.41,21,4092565301,CUST_0025,Retail,Bình Thuận,Đại lý VLXD Thịnh Vượng - Bình Thuận,Economy,Low,Low,Medium,0,0,0,0.006881203922,0.8487299164,0.1512700836,85
495,1,PPGL,AZ050,0.5,G550,PGRE01,3330,802,0,2,4.141791045,XN,1200,10/29/2025,73223370,TP. Quy Nhơn,Bình Định,2025,10,29,Wednesday,FALSE,5,2025Q4,Mùa mưa,21989,61019.475,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,1219959334,6,126,10846113064,86080262.41,21,6068560773,CUST_0017,Retail,Long An,Đại lý VLXD Nam Việt - Long An,Economy,Low,Low,Low,1,0,0,0.08626347214,0.8487299164,0.1512700836,75
503,1,PPGL,AZ050,0.4,G550,PGRE01,4310,1362,0,2,3.159824047,XN,1200,10/30/2025,99532554,TP. Quy Nhơn,Bình Định,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,23093.4,82943.795,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,1219959334,1,126,10846113064,86080262.41,21,6068560773,CUST_0013,Wholesale,Tỉnh Khánh Hòa,Công ty TNHH VLXD Minh Phát - Tỉnh Khánh Hòa,Standard,Medium,Medium,Low,0,0,0,0.1172579697,0.6312473085,0.3687526915,85
508,1,PPGL,AZ050,0.4,G550,PGRE01,4300,1354,0,2,3.171091445,XN,1200,10/31/2025,94410800,Huyện Cẩm Mỹ,Đồng Nai,2025,10,31,Friday,FALSE,5,2025Q4,Mùa mưa,21956,78675.66667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,1219959334,1,126,10846113064,86080262.41,21,8377944669,CUST_0084,Retail,Long An,Đại lý VLXD Phúc Lộc - Long An,Economy,Low,Low,Low,0,0,0,0.1112240998,0.8487299164,0.1512700836,85
509,1,PPGL,AZ050,0.4,G550,PGRE01,4270,1346,0,2,3.167655786,XN,1200,10/31/2025,93752120,Huyện Cẩm Mỹ,Đồng Nai,2025,10,31,Friday,FALSE,5,2025Q4,Mùa mưa,21956,78126.76667,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,1219959334,0,126,10846113064,86080262.41,21,8377944669,CUST_0025,Retail,Bình Thuận,Đại lý VLXD Thịnh Vượng - Bình Thuận,Economy,Low,Low,Low,0,0,0,0.1104481178,0.8487299164,0.1512700836,85
510,1,PPGL,AZ050,0.45,G550,PGRE01,4320,1182,0,2,3.648648649,XN,1200,10/31/2025,92469168,Huyện Cẩm Mỹ,Đồng Nai,2025,10,31,Friday,FALSE,5,2025Q4,Mùa mưa,21404.9,77057.64,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,1219959334,0,126,10846113064,86080262.41,21,8377944669,CUST_0068,Wholesale,Phú Yên,Công ty TNHH VLXD An Phát - Phú Yên,Premium,Medium,High,Medium,1,0,0,0.1089366892,0.5533159006,0.4466840994,80
511,1,PPGL,AZ050,0.45,G550,PGRE01,4320,1186,0,2,3.636363636,XN,1200,10/31/2025,92469168,Huyện Cẩm Mỹ,Đồng Nai,2025,10,31,Friday,FALSE,5,2025Q4,Mùa mưa,21404.9,77057.64,Trung bình,Cao,TONMAU,TRUNGBINH,CAO,PGRE01,1200,TONMAU_TRUNGBINH_CAO_PGRE01_1200,1219959334,0,126,10846113064,86080262.41,21,8377944669,CUST_0010,Wholesale,Vĩnh Long,Công ty TNHH VLXD Hoàng Gia - Vĩnh Long,Standard,Medium,Medium,Low,0,0,0,0.1089366892,0.6312473085,0.3687526915,85
