STT;Phân loại;Loại Hàng;Độ M;Độ D;Độ MT;Mã màu;Khối lượng;Met A;Met B;Met C;Tỷ trọng thực tế;Tên màu;Khổ (mm);Ngày bán;Thành Tiền;Khu Vực (Quận/Huyện);Tỉnh / Thành Phố;Năm;Tháng;Ngày;Thứ;Cuối_tuần;Tuần_trong_tháng;Quý;Mùa;Giá_trên_kg;Doanh_thu_trên_mm;Mức_độ_dày;Mức_độ_cứng;SKU_Dòng;SKU_Độ_dày;SKU_Màu;Mã_sản_phẩm;Doanh_thu_theo_tuan_trong_thang;Khoảng_cách_đơn_trước;Số_lần_bán_sản_phẩm;Tổng_doanh_thu_sản_phẩm;Doanh_thu_tb_mỗi_lần;Tần_suất_bán;Doanh_thu_tỉnh;Mã_khách_hàng;Loại_khách_hàng;Tên_khách_hàng;Phân_khúc_sản_phẩm;Mức_rủi_ro_giao_dịch;Độ_phức_tạp_bảo_hành;Mức_độ_khiếu_nại;Khoảng_cách_vận_chuyển_km;Cờ_giao_hàng_trễ;Cờ_khiếu_nại_lặp_lại;Cờ_giao_dịch_bất_thường;Tỷ_trọng_doanh_thu_%;Tỷ_lệ_chi_phí;Ước_tính_biên_lợi_nhuận;Điểm_hài_lòng_khách_hàng
316;1;PPGL;AZ050;0.45;G550;PWHI11;1525;394;0;2;3.851010101;TS;1200;2025-10-09;32377428;TP. Thủ Đức;TP. Hồ Chí Minh;2025;10;9;Thứ 5;False;2;2025Q4;Mùa mưa;21231;26981;Trung bình;Cao;Tôn Màu;Trung bình;PWHI11;Tôn Màu_Trung bình_G550_PWHI11;65082605.5;0;7;276356437.5;39479491;2;42799130622;CUST_0111;Bán lẻ;Đại lý VLXD Thịnh - Đồng Nai;Phổ thông;Thấp;Thấp;Thấp;106;1;0;0;0.038143414;0.783223869;0.216776131;75
597;1;PPGL;AZ050;0.45;G550;PWHI11;1220;306;0;2;3.961038961;TS;1200;2025-11-14;25051114;TP. Thủ Đức;TP. Hồ Chí Minh;2025;11;14;Thứ 6;False;2;2025Q4;Mùa khô;20534;20876;Trung bình;Cao;Tôn Màu;Trung bình;PWHI11;Tôn Màu_Trung bình_G550_PWHI11;119684411.0;36;7;276356437.5;39479491;4;42799130622;CUST_0119;Đối tác;Xưởng VLXD Phúc - Bình Thuận;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;390;0;0;0;0.029512382;0.651153026;0.348846974;90
598;1;PPGL;AZ050;0.45;G550;PWHI11;1220;306;0;6;3.91025641;TS;1200;2025-11-14;25314146;TP. Thủ Đức;TP. Hồ Chí Minh;2025;11;14;Thứ 6;False;2;2025Q4;Mùa khô;20749;21095;Trung bình;Cao;Tôn Màu;Trung bình;PWHI11;Tôn Màu_Trung bình_G550_PWHI11;119684411.0;0;7;276356437.5;39479491;4;42799130622;CUST_0066;Bán lẻ;Đại lý VLXD Minh - Bình Định;Tiêu chuẩn;Trung bình;Trung bình;Thấp;364;1;1;0;0.029822257;0.744279731;0.255720269;65
599;1;PPGL;AZ050;0.45;G550;PWHI11;1655;418;0;2;3.94047619;TS;1200;2025-11-14;34170785;TP. Thủ Đức;TP. Hồ Chí Minh;2025;11;14;Thứ 6;False;2;2025Q4;Mùa khô;20647;28476;Trung bình;Cao;Tôn Màu;Trung bình;PWHI11;Tôn Màu_Trung bình_G550_PWHI11;119684411.0;0;7;276356437.5;39479491;4;42799130622;CUST_0078;Bán lẻ;Đại lý VLXD Đạt - Gia Lai;Phổ thông;Thấp;Thấp;Thấp;360;1;1;0;0.040256144;0.782110961;0.217889039;60
600;1;PPGL;AZ050;0.45;G550;PWHI11;1710;430;0;2;3.958333333;TS;1200;2025-11-14;35148366;TP. Thủ Đức;TP. Hồ Chí Minh;2025;11;14;Thứ 6;False;2;2025Q4;Mùa khô;20555;29290;Trung bình;Cao;Tôn Màu;Trung bình;PWHI11;Tôn Màu_Trung bình_G550_PWHI11;119684411.0;0;7;276356437.5;39479491;4;42799130622;CUST_0053;Đối tác;Xưởng VLXD Hải - Bình Định;Tiêu chuẩn;Cao;Trung bình;Trung bình;243;0;0;0;0.04140782;0.609637908;0.390362092;90
24;1;PPGL;AZ050;0.45;G550;WBLU01;3960;1034;0;2;3.822393822;XDT-G;1200;2025-08-09;91915956;TP. Thủ Đức;TP. Hồ Chí Minh;2025;8;9;Thứ 7;True;2;2025Q3;Mùa mưa;23211;76597;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;91915956.0;;24;2145299090.0;89387462;5;42799130622;CUST_0104;Bán lẻ;Đại lý VLXD Hùng - Bình Dương;Phổ thông;Thấp;Thấp;Trung bình;303;1;0;0;0.108284958;0.796416483;0.203583517;75
115;1A;PPGL;AZ050;0.4;G550;WBLU01;3685;1130;0;2;3.255300353;XDT-G;1200;2025-08-26;81471296;TX. Bến Cát;Bình Dương;2025;8;26;Thứ 3;False;4;2025Q3;Mùa mưa;22109;67893;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;161695880.5;17;24;2145299090.0;89387462;5;10689658678;CUST_0104;Bán lẻ;Đại lý VLXD Hùng - Bình Dương;Phổ thông;Trung bình;Thấp;Trung bình;110;1;1;0;0.095980244;0.788152713;0.211847287;60
116;1;PPGL;AZ050;0.45;G550;WBLU01;3440;906;0;2;3.788546256;XDT-G;1200;2025-08-26;80224584;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;26;Thứ 3;False;4;2025Q3;Mùa mưa;23321;66854;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;161695880.5;0;24;2145299090.0;89387462;5;42799130622;CUST_0051;Đối tác;Xưởng VLXD An - Bà Rịa - Vũng Tàu;Tiêu chuẩn;Trung bình;Trung bình;Thấp;109;0;0;0;0.094511509;0.734368931;0.265631069;90
133;1;PPGL;AZ050;0.45;G550;WBLU01;3980;1054;0;2;3.768939394;XDT-G;1200;2025-08-29;93750492;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;29;Thứ 6;False;5;2025Q3;Mùa mưa;23555;78125;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;186667118.0;3;24;2145299090.0;89387462;5;42799130622;CUST_0039;Bán sỉ;Công ty VLXD Phúc - Bình Dương;Tiêu chuẩn;Thấp;Trung bình;Thấp;124;0;0;0;0.1104462;0.697978078;0.302021922;90
138;1;PPGL;AZ050;0.4;G550;WBLU01;3940;1178;0;2;3.338983051;XDT-G;1200;2025-08-30;92916626;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;30;Thứ 7;True;5;2025Q3;Mùa mưa;23583;77431;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;186667118.0;1;24;2145299090.0;89387462;5;42799130622;CUST_0051;Đối tác;Xưởng VLXD An - Bà Rịa - Vũng Tàu;Cao cấp;Trung bình;Cao;Cao;550;1;1;0;0.109463833;0.552357864;0.447642136;45
159;1;PPGL;AZ050;0.45;G550;WBLU01;4320;1146;0;2;3.763066202;XDT-G;1200;2025-09-11;101906640;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;11;Thứ 5;False;2;2025Q3;Mùa mưa;23590;84922;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;101906640.0;12;24;2145299090.0;89387462;2;42799130622;CUST_0070;Đối tác;Xưởng VLXD Dũng - Long An;Cao cấp;Trung bình;Cao;Trung bình;113;0;1;0;0.120054849;0.644933859;0.355066141;70
198;1;PPGL;AZ050;0.45;G550;WBLU01;3840;1014;0;2;3.779527559;XDT-G;1200;2025-09-20;86059776;TP. Thủ Đức;TP. Hồ Chí Minh;2025;9;20;Thứ 7;True;3;2025Q3;Mùa mưa;22411;71716;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;86059776.0;9;24;2145299090.0;89387462;2;42799130622;CUST_0006;Bán lẻ;Đại lý VLXD Đạt - Bình Dương;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;506;0;0;0;0.10138587;0.720242923;0.279757077;90
356;1;PPGL;AZ050;0.4;G550;WBLU01;3480;1058;0;2;3.283018868;XDT-G;1200;2025-10-17;78221352;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;17;Thứ 6;False;3;2025Q4;Mùa mưa;22477;65184;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;78221352.0;27;24;2145299090.0;89387462;3;42799130622;CUST_0067;Bán lẻ;Đại lý VLXD Bình - Bình Định;Phổ thông;Trung bình;Thấp;Trung bình;300;1;1;0;0.092151528;0.794562643;0.205437357;60
421;1;PPGL;AZ050;0.45;G550;WBLU01;4000;1058;0;2;3.773584906;XDT-G;1200;2025-10-24;89755600;Quận Bình Tân;TP. Hồ Chí Minh;2025;10;24;Thứ 6;False;4;2025Q4;Mùa mưa;22439;74796;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;89755600.0;7;24;2145299090.0;89387462;3;42799130622;CUST_0007;Bán lẻ;Đại lý VLXD Nam - Long An;Phổ thông;Trung bình;Thấp;Thấp;446;0;0;0;0.105739871;0.743938781;0.256061219;85
498;1;PPGL;AZ050;0.4;G550;WBLU01;3360;1018;0;2;3.294117647;XDT-G;1200;2025-10-30;79948176;Huyện Chư Păh;Gia Lai;2025;10;30;Thứ 5;False;5;2025Q4;Mùa mưa;23794;66623;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;79948176.0;6;24;2145299090.0;89387462;3;672109757;CUST_0051;Đối tác;Xưởng VLXD An - Bà Rịa - Vũng Tàu;Tiêu chuẩn;Trung bình;Trung bình;Thấp;195;0;0;0;0.094185876;0.656031044;0.343968956;90
544;1;PPGL;AZ050;0.45;G550;WBLU01;3970;1042;0;2;3.802681992;XDT-G;1200;2025-11-07;88667568;Quận Bình Tân;TP. Hồ Chí Minh;2025;11;7;Thứ 6;False;1;2025Q4;Mùa khô;22334;73890;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;88667568.0;8;24;2145299090.0;89387462;4;42799130622;CUST_0072;Bán lẻ;Đại lý VLXD Hải - Bình Định;Phổ thông;Thấp;Thấp;Trung bình;318;0;0;0;0.104458075;0.800495489;0.199504511;85
553;1;PPGL;AZ050;0.4;G550;WBLU01;3990;1214;0;2;3.28125;XDT-G;1200;2025-11-11;90804021;TP. Thủ Đức;TP. Hồ Chí Minh;2025;11;11;Thứ 3;False;2;2025Q4;Mùa khô;22758;75670;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;170970261.0;4;24;2145299090.0;89387462;4;42799130622;CUST_0042;Bán lẻ;Đại lý VLXD Khánh - TP. Hồ Chí Minh;Phổ thông;Thấp;Thấp;Trung bình;414;0;0;0;0.106975002;0.710797123;0.289202877;85
558;1;PPGL;AZ050;0.45;G550;WBLU01;3600;954;0;2;3.765690377;XDT-G;1200;2025-11-12;80166240;Quận Bình Tân;TP. Hồ Chí Minh;2025;11;12;Thứ 4;False;2;2025Q4;Mùa khô;22268;66805;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;170970261.0;1;24;2145299090.0;89387462;4;42799130622;CUST_0064;Bán lẻ;Đại lý VLXD Phát - Vĩnh Long;Phổ thông;Thấp;Thấp;Thấp;520;0;0;0;0.094442774;0.738502089;0.261497911;85
629;1;PPGL;AZ050;0.4;G550;WBLU01;3930;1198;0;2;3.275;XDT-G;1200;2025-11-28;94059834;TP. Thủ Đức;TP. Hồ Chí Minh;2025;11;28;Thứ 6;False;4;2025Q4;Mùa khô;23934;78383;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;94059834.0;16;24;2145299090.0;89387462;4;42799130622;CUST_0116;Đối tác;Xưởng VLXD Minh - Bình Định;Cao cấp;Trung bình;Cao;Cao;227;0;0;0;0.110810631;0.60708514;0.39291486;70
638;1;PPGL;AZ050;0.4;G550;WBLU01;3540;1078;0;2;3.277777778;XDT-G;1200;2025-12-01;81571512;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;1;Thứ 2;False;1;2025Q4;Mùa khô;23043;67976;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;175155288.0;3;24;2145299090.0;89387462;6;42799130622;CUST_0015;Bán lẻ;Đại lý VLXD Hùng - Bình Thuận;Phổ thông;Thấp;Thấp;Thấp;88;0;0;0;0.096098306;0.772002776;0.227997224;85
640;1;PPGL;AZ050;0.4;G550;WBLU01;4010;1214;0;2;3.297697368;XDT-G;1200;2025-12-06;93583776;Quận 1;TP. Hồ Chí Minh;2025;12;6;Thứ 7;True;1;2025Q4;Mùa khô;23338;77986;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;175155288.0;5;24;2145299090.0;89387462;6;42799130622;CUST_0111;Bán lẻ;Đại lý VLXD Thịnh - Đồng Nai;Phổ thông;Thấp;Thấp;Thấp;367;1;0;0;0.110249794;0.760359035;0.239640965;75
680;1;PPGL;AZ050;0.4;G550;WBLU01;3780;1150;0;2;3.28125;XDT-G;1200;2025-12-10;85812804;Huyện Chư Păh;Gia Lai;2025;12;10;Thứ 4;False;2;2025Q4;Mùa khô;22702;71511;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;85812804.0;4;24;2145299090.0;89387462;6;672109757;CUST_0029;Bán lẻ;Đại lý VLXD Nam - Bình Dương;Phổ thông;Thấp;Thấp;Trung bình;467;0;0;0;0.101094916;0.722718643;0.277281357;85
696;1;PPGL;AZ050;0.4;G550;WBLU01;3510;1066;0;2;3.286516854;XDT-G;1200;2025-12-17;82652427;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;17;Thứ 4;False;3;2025Q4;Mùa khô;23548;68877;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;271896124.5;7;24;2145299090.0;89387462;6;42799130622;CUST_0033;Bán lẻ;Đại lý VLXD Phát - TP. Hồ Chí Minh;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;129;0;0;0;0.097371718;0.666277355;0.333722645;90
711;1;PPGL;AZ050;0.4;G550;WBLU01;4005;1218;0;2;3.282786885;XDT-G;1200;2025-12-19;96035495;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;19;Thứ 6;False;3;2025Q4;Mùa khô;23979;80030;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;271896124.5;2;24;2145299090.0;89387462;6;42799130622;CUST_0116;Đối tác;Xưởng VLXD Minh - Bình Định;Cao cấp;Cao;Cao;Trung bình;596;1;0;0;0.113138131;0.615603796;0.384396204;75
714;1;PPGL;AZ050;0.4;G550;WBLU01;3930;1198;0;2;3.275;XDT-G;1200;2025-12-20;93208203;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;20;Thứ 7;True;3;2025Q4;Mùa khô;23717;77674;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;271896124.5;1;24;2145299090.0;89387462;6;42799130622;CUST_0094;Bán lẻ;Đại lý VLXD Hùng - TP. Hồ Chí Minh;Phổ thông;Trung bình;Thấp;Trung bình;357;0;1;0;0.109807336;0.739601927;0.260398073;70
846;1;PPGL;AZ050;0.45;G550;WBLU01;4360;1154;0;2;3.771626298;XDT-G;1200;2026-01-10;104034832;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;10;Thứ 7;True;2;2026Q1;Mùa khô;23861;86696;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;104034832.0;21;24;2145299090.0;89387462;4;42799130622;CUST_0103;Bán lẻ;Đại lý VLXD Đạt - TP. Hồ Chí Minh;Tiêu chuẩn;Trung bình;Trung bình;Thấp;379;0;0;0;0.122562043;0.600809781;0.399190219;90
1002;1;PPGL;AZ050;0.45;G550;WBLU01;3970;1050;0;2;3.773764259;Màu xanh dương tím Granite;1200;2026-01-31;94746432;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;23866;78955;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;278531880.0;21;24;2145299090.0;89387462;4;42799130622;CUST_0027;Bán lẻ;Đại lý VLXD Khánh - Vĩnh Long;Phổ thông;Thấp;Thấp;Thấp;214;0;0;0;0.111619503;0.800275735;0.199724265;85
1003;1;PPGL;AZ050;0.4;G550;WBLU01;3930;1194;0;2;3.285953177;Màu xanh dương tím Granite;1200;2026-01-31;95953308;Quận Bình Tân;TP. Hồ Chí Minh;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;24416;79961;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;278531880.0;0;24;2145299090.0;89387462;4;42799130622;CUST_0036;Bán sỉ;Công ty VLXD Bình - Bà Rịa - Vũng Tàu;Cao cấp;Cao;Cao;Trung bình;226;0;1;0;0.113041308;0.645893991;0.354106009;70
1012;1;PPGL;AZ050;0.4;G550;WBLU01;3650;1106;0;2;3.294223827;Màu xanh dương tím Granite;1200;2026-01-31;87832140;TX. Bến Cát;Bình Dương;2026;1;31;Thứ 7;True;5;2026Q1;Mùa khô;24064;73193;Trung bình;Cao;Tôn Màu;Trung bình;WBLU01;Tôn Màu_Trung bình_G550_WBLU01;278531880.0;0;24;2145299090.0;89387462;4;10689658678;CUST_0029;Bán lẻ;Đại lý VLXD Nam - Bình Dương;Tiêu chuẩn;Trung bình;Trung bình;Trung bình;110;0;0;0;0.103473869;0.691023985;0.308976015;90
12;1A;PPGL;AZ050;0.5;G550;WGRA01;3395;794;0;2;4.265075377;XLC-G;1200;2025-08-06;77561830;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;6;Thứ 4;False;1;2025Q3;Mùa mưa;22846;64635;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;77561830.5;;50;4051902756.0;81038055;8;42799130622;CUST_0038;Bán lẻ;Đại lý VLXD Phát - Bình Thuận;Phổ thông;Thấp;Thấp;Thấp;557;1;1;0;0.091374554;0.717988279;0.282011721;60
57;1A;PPGL;AZ050;0.4;G550;WGRA01;3165;970;0;2;3.25617284;XLC-G;1200;2025-08-12;72383866;Quận Tân Phú;TP. Hồ Chí Minh;2025;8;12;Thứ 3;False;2;2025Q3;Mùa mưa;22870;60320;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;72383866.5;6;50;4051902756.0;81038055;8;42799130622;CUST_0057;Bán lẻ;Đại lý VLXD Tú - Phú Yên;Phổ thông;Thấp;Thấp;Thấp;238;1;0;0;0.085274464;0.748109964;0.251890036;75
82;1;PPGL;AZ050;0.4;G550;WGRA01;3970;1190;0;2;3.330536913;XLC-G;1200;2025-08-20;93645948;Quận Tân Phú;TP. Hồ Chí Minh;2025;8;20;Thứ 4;False;3;2025Q3;Mùa mưa;23588;78038;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;361718819.0;8;50;4051902756.0;81038055;8;42799130622;CUST_0097;Bán lẻ;Đại lý VLXD Tú - Đồng Nai;Phổ thông;Trung bình;Thấp;Thấp;463;0;0;0;0.110323038;0.830146242;0.169853758;85
95;1A;PPGL;AZ050;0.5;G550;WGRA01;3775;878;0;2;4.289772727;XLC-G;1200;2025-08-21;84528290;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;21;Thứ 5;False;3;2025Q3;Mùa mưa;22392;70440;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;361718819.0;1;50;4051902756.0;81038055;8;42799130622;CUST_0101;Bán lẻ;Đại lý VLXD Đạt - Vĩnh Long;Phổ thông;Thấp;Thấp;Trung bình;242;1;1;0;0.099581647;0.734885211;0.265114789;60
96;1;PPGL;AZ050;0.4;G550;WGRA01;3855;1162;0;2;3.31185567;XLC-G;1200;2025-08-21;91654167;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;21;Thứ 5;False;3;2025Q3;Mùa mưa;23775;76378;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;361718819.0;0;50;4051902756.0;81038055;8;42799130622;CUST_0027;Bán lẻ;Đại lý VLXD Khánh - Vĩnh Long;Phổ thông;Thấp;Thấp;Thấp;520;1;1;0;0.107976547;0.791154386;0.208845614;60
97;1;PPGL;AZ050;0.45;G550;WGRA01;3970;1038;0;2;3.817307692;XLC-G;1200;2025-08-21;91890414;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;21;Thứ 5;False;3;2025Q3;Mùa mưa;23146;76575;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;361718819.0;0;50;4051902756.0;81038055;8;42799130622;CUST_0055;Bán lẻ;Đại lý VLXD Minh - Vĩnh Long;Phổ thông;Thấp;Thấp;Trung bình;268;0;0;0;0.108254867;0.760400681;0.239599319;85
131;1;PPGL;AZ050;0.45;G550;WGRA01;2460;650;0;2;3.773006135;XLC-G;1200;2025-08-29;56790822;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;29;Thứ 6;False;5;2025Q3;Mùa mưa;23086;47326;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;113951772.0;8;50;4051902756.0;81038055;8;42799130622;CUST_0033;Bán lẻ;Đại lý VLXD Phát - TP. Hồ Chí Minh;Phổ thông;Thấp;Thấp;Thấp;494;1;0;0;0.066904507;0.731176558;0.268823442;75
134;1;PPGL;AZ050;0.45;G550;WGRA01;2450;642;0;2;3.804347826;XLC-G;1200;2025-08-29;57160950;Quận Bình Tân;TP. Hồ Chí Minh;2025;8;29;Thứ 6;False;5;2025Q3;Mùa mưa;23331;47634;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;113951772.0;0;50;4051902756.0;81038055;8;42799130622;CUST_0068;Bán sỉ;Công ty VLXD Bình - Phú Yên;Cao cấp;Trung bình;Cao;Cao;418;1;1;0;0.06734055;0.622011034;0.377988966;45
146;1;PPGL;AZ050;0.4;G550;WGRA01;3750;1138;0;2;3.289473684;XLC-G;1200;2025-09-03;90981000;TP. Biên Hòa;Đồng Nai;2025;9;3;Thứ 4;False;1;2025Q3;Mùa mưa;24262;75818;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;90981000.0;5;50;4051902756.0;81038055;8;8377944669;CUST_0086;Bán lẻ;Đại lý VLXD Minh - Bình Thuận;Tiêu chuẩn;Thấp;Trung bình;Thấp;70;0;1;0;0.107183498;0.711424691;0.288575309;75
160;1;PPGL;AZ050;0.45;G550;WGRA01;3390;898;0;2;3.766666667;XLC-G;1200;2025-09-11;79882638;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;11;Thứ 5;False;2;2025Q3;Mùa mưa;23564;66569;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;244024869.0;8;50;4051902756.0;81038055;8;42799130622;CUST_0066;Bán lẻ;Đại lý VLXD Minh - Bình Định;Phổ thông;Thấp;Thấp;Trung bình;367;0;1;0;0.094108667;0.79923866;0.20076134;70
163;1;PPGL;AZ050;0.4;G550;WGRA01;3755;1134;0;2;3.305457746;XLC-G;1200;2025-09-12;87830952;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;12;Thứ 6;False;2;2025Q3;Mùa mưa;23390;73192;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;244024869.0;1;50;4051902756.0;81038055;8;42799130622;CUST_0010;Bán sỉ;Công ty VLXD Khánh - Vĩnh Long;Tiêu chuẩn;Thấp;Trung bình;Trung bình;266;0;0;0;0.103472469;0.635450489;0.364549511;90
168;1;PPGL;AZ050;0.45;G550;WGRA01;3330;878;0;2;3.784090909;XLC-G;1200;2025-09-12;76311279;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;12;Thứ 6;False;2;2025Q3;Mùa mưa;22916;63593;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;244024869.0;0;50;4051902756.0;81038055;8;42799130622;CUST_0005;Bán lẻ;Đại lý VLXD Phúc - Bình Dương;Phổ thông;Trung bình;Thấp;Thấp;217;0;0;0;0.089901296;0.71467855;0.28532145;85
185;1;PPGL;AZ050;0.45;G550;WGRA01;3340;882;0;2;3.778280543;XLC-G;1200;2025-09-17;77003366;TP. Quy Nhơn;Bình Định;2025;9;17;Thứ 4;False;3;2025Q3;Mùa mưa;23055;64169;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;77003366.0;5;50;4051902756.0;81038055;8;6068560773;CUST_0074;Bán sỉ;Công ty VLXD Phát - Vĩnh Long;Tiêu chuẩn;Thấp;Trung bình;Thấp;209;0;0;0;0.090716635;0.686423899;0.313576101;90
208;1;PPGL;AZ050;0.4;G550;WGRA01;3600;1094;0;2;3.284671533;XLC-G;1200;2025-09-27;81223560;Quận Bình Tân;TP. Hồ Chí Minh;2025;9;27;Thứ 7;True;4;2025Q3;Mùa mưa;22562;67686;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;81223560.0;10;50;4051902756.0;81038055;8;42799130622;CUST_0097;Bán lẻ;Đại lý VLXD Tú - Đồng Nai;Tiêu chuẩn;Trung bình;Trung bình;Thấp;273;0;1;0;0.095688389;0.683051675;0.316948325;75
243;1;PPGL;AZ050;0.45;G550;WGRA01;3340;882;0;2;3.778280543;XLC-G;1200;2025-09-30;73402846;TP. Thủ Đức;TP. Hồ Chí Minh;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;21977;61169;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;150788308.0;3;50;4051902756.0;81038055;8;42799130622;CUST_0118;Bán lẻ;Đại lý VLXD An - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;395;0;0;0;0.08647491;0.728257751;0.271742249;85
244;1;PPGL;AZ050;0.45;G550;WGRA01;3340;878;0;2;3.795454545;XLC-G;1200;2025-09-30;77385462;H. Thống Nhất;Đồng Nai;2025;9;30;Thứ 3;False;5;2025Q3;Mùa mưa;23169;64488;Trung bình;Cao;Tôn Màu;Trung bình;WGRA01;Tôn Màu_Trung bình_G550_WGRA01;150788308.0;0;50;4051902756.0;81038055;8;8377944669;CUST_0038;Bán lẻ;Đại lý VLXD Phát - Bình Thuận;Phổ thông;Trung bình;Thấp;Thấp;70;1;0;0;0.091166777;0.708437004;0.291562996;75
